component,terminal_id,temperature,timestamp
GPU,20,75.4,2017-01-26 12:55:57
Monitor,7,74.1,2016-11-23 23:19:17
USB,6,72.8,2016-03-03 00:45:51
USB,12,75.1,2016-03-06 01:56:44
GPU,20,97.9,2016-05-15 21:42:59
GPU,18,99.2,2016-07-31 05:23:49
Battery,6,96.4,2016-08-08 23:38:35
CPU,8,91.4,2016-03-14 11:10:42
Battery,12,51.1,2016-11-14 09:51:17
USB,7,79.0,2016-11-04 01:45:29
Battery,13,81.4,2016-04-25 19:16:14
GPU,15,83.0,2016-03-18 21:12:57
USB,2,70.1,2016-05-26 14:44:33
GPU,17,51.2,2016-05-14 07:33:03
Battery,2,48.4,2016-11-29 04:04:40
Battery,16,84.5,2016-07-30 11:10:50
CPU,14,94.8,2016-05-18 00:15:33
GPU,11,45.7,2016-09-18 19:29:37
GPU,16,64.4,2017-01-24 06:30:23
Monitor,10,83.4,2017-01-18 13:34:37
USB,8,52.9,2017-01-21 10:23:47
USB,16,67.5,2016-12-28 07:34:59
USB,20,84.3,2016-10-10 06:39:47
Battery,20,76.9,2017-01-13 10:25:01
Battery,15,60.1,2016-05-19 03:28:56
Monitor,1,57.3,2016-03-21 07:27:48
CPU,2,46.5,2016-06-14 22:57:10
Battery,13,69.9,2016-10-05 06:31:38
Battery,4,76.0,2016-08-25 02:51:23
Battery,18,96.6,2016-06-27 08:53:58
CPU,2,62.5,2016-10-23 18:24:19
GPU,4,75.1,2016-06-02 16:23:00
Battery,10,83.0,2016-04-04 19:32:07
USB,20,80.8,2016-11-30 09:53:38
GPU,10,77.9,2016-07-02 07:54:23
USB,8,58.3,2016-10-27 11:37:11
CPU,6,69.1,2016-06-21 02:43:05
Battery,12,71.6,2016-03-10 23:17:53
GPU,14,92.2,2017-02-27 17:02:06
CPU,15,86.3,2016-07-21 09:39:56
Monitor,17,93.7,2017-02-12 06:07:39
USB,12,79.6,2017-02-20 17:10:31
Monitor,6,65.1,2016-05-13 08:53:14
Monitor,19,52.3,2016-09-03 12:22:40
CPU,16,60.6,2016-04-20 17:16:11
Monitor,11,76.1,2016-10-20 15:00:27
Monitor,7,44.7,2016-09-02 23:35:10
GPU,4,56.4,2016-06-09 19:18:57
CPU,20,97.9,2016-09-26 17:29:32
Battery,20,90.3,2016-08-16 11:11:01
CPU,20,98.1,2016-08-15 07:51:07
USB,9,94.5,2016-08-28 02:07:13
USB,3,56.3,2017-02-27 03:11:52
GPU,2,65.4,2017-02-22 08:24:30
Battery,8,82.9,2016-04-26 14:59:49
Monitor,16,74.0,2017-02-13 12:46:01
USB,12,91.9,2016-09-16 02:57:39
USB,14,52.6,2017-01-25 10:57:08
CPU,7,44.4,2016-09-01 23:08:12
USB,15,44.1,2016-03-08 02:24:12
Monitor,3,75.9,2016-06-05 10:55:36
CPU,12,81.5,2016-09-15 07:33:55
GPU,4,76.6,2016-05-12 00:25:33
CPU,7,53.7,2016-09-16 12:47:55
CPU,18,74.3,2016-03-01 01:25:14
USB,1,59.2,2016-10-23 15:35:10
GPU,6,76.8,2017-02-27 03:26:51
CPU,10,51.0,2016-07-11 22:44:33
GPU,18,76.3,2016-08-09 07:50:14
Monitor,9,81.8,2016-10-21 07:05:19
CPU,8,58.4,2016-08-16 11:13:15
GPU,1,48.4,2016-06-17 00:49:34
GPU,13,96.4,2017-03-15 10:17:07
GPU,11,41.9,2016-04-01 15:00:14
GPU,5,99.0,2016-05-26 07:50:23
CPU,14,45.3,2016-07-08 00:46:52
Battery,13,62.5,2016-05-02 14:04:55
Battery,20,67.1,2016-05-01 00:36:50
USB,10,98.9,2016-12-27 17:22:06
Monitor,3,79.3,2016-05-10 21:34:42
GPU,19,83.0,2017-02-28 14:45:14
CPU,14,40.2,2017-02-12 04:33:41
GPU,18,98.5,2016-09-16 14:16:27
GPU,3,46.5,2017-03-06 17:55:32
CPU,8,50.5,2016-07-25 02:51:47
Battery,14,95.8,2016-10-26 00:07:37
USB,12,42.0,2016-11-13 01:22:43
CPU,16,87.4,2017-02-13 17:06:26
USB,6,66.3,2016-12-22 15:22:06
Battery,8,90.5,2016-12-17 06:41:31
Monitor,16,42.1,2016-08-19 21:28:43
Battery,14,63.6,2017-01-09 12:31:09
USB,3,42.8,2017-01-07 09:20:46
Monitor,20,57.0,2016-11-17 07:54:20
Battery,1,91.8,2016-08-12 11:37:54
Battery,7,42.1,2017-01-23 23:08:42
USB,3,89.4,2016-11-25 07:59:50
Battery,13,58.2,2016-11-17 17:27:13
CPU,5,72.1,2017-01-23 15:11:32
Monitor,4,49.6,2016-11-01 07:01:50
USB,9,47.2,2016-07-28 09:02:48
Battery,19,42.1,2016-12-26 15:32:02
CPU,13,68.9,2016-12-01 19:14:04
Monitor,12,63.7,2017-01-18 23:20:23
USB,7,93.5,2016-10-19 13:16:27
GPU,1,87.5,2016-11-26 18:07:10
USB,3,75.0,2016-06-13 10:41:27
Battery,3,79.9,2016-05-17 22:45:33
USB,6,57.4,2016-07-15 00:40:16
USB,14,62.9,2017-01-06 12:24:49
Battery,16,57.3,2017-02-08 14:00:25
Monitor,20,51.1,2016-05-26 20:58:38
Battery,14,90.7,2016-12-31 08:53:38
GPU,2,40.1,2016-09-21 20:18:33
USB,6,81.4,2016-06-10 05:26:58
CPU,4,97.0,2016-09-01 01:12:10
Battery,3,84.6,2016-04-08 20:05:21
Monitor,4,82.0,2016-10-18 20:06:46
Battery,7,86.6,2017-01-08 21:57:07
CPU,10,58.2,2016-08-14 15:24:19
USB,19,64.5,2016-11-27 13:14:59
CPU,19,47.0,2016-07-07 21:54:59
USB,20,95.3,2016-10-24 08:03:00
GPU,19,40.6,2016-08-03 13:18:25
Monitor,8,81.0,2016-10-09 07:34:31
USB,6,97.8,2016-03-27 20:21:54
CPU,3,61.2,2016-11-08 13:26:34
USB,10,88.2,2017-02-24 01:28:48
Battery,2,99.2,2016-06-07 13:39:23
CPU,11,98.1,2016-06-02 02:14:31
USB,12,52.1,2016-12-22 01:44:52
GPU,20,94.7,2016-11-10 21:28:35
Battery,3,69.2,2016-07-29 15:14:37
Battery,12,47.7,2017-01-21 13:43:11
USB,7,87.3,2017-01-04 09:18:03
Battery,20,87.4,2016-07-18 13:59:18
GPU,4,97.6,2016-12-03 19:00:35
Battery,6,92.3,2016-12-21 15:22:00
Battery,19,65.6,2016-09-20 05:59:13
Battery,3,77.2,2016-12-19 19:05:32
GPU,4,64.9,2016-06-01 12:28:24
CPU,3,74.5,2017-01-11 11:55:32
Battery,11,41.2,2017-01-16 10:18:32
CPU,13,44.0,2016-06-05 12:40:39
Battery,4,45.8,2016-08-21 10:51:24
GPU,3,43.6,2016-12-21 03:16:55
GPU,18,54.2,2017-02-11 17:19:21
Monitor,19,98.1,2016-03-20 08:51:11
CPU,6,98.9,2016-04-08 09:18:35
Battery,6,49.1,2016-10-18 10:26:53
Monitor,13,53.7,2016-03-08 16:48:55
Battery,15,95.3,2016-07-10 15:28:14
CPU,9,67.3,2016-09-13 04:03:27
CPU,12,63.1,2016-05-05 04:58:50
Battery,8,70.7,2016-04-23 13:55:36
Battery,16,51.8,2016-06-18 17:54:07
Monitor,3,57.6,2017-02-27 03:51:46
Monitor,1,42.9,2016-06-14 06:35:18
USB,5,92.5,2016-03-25 09:38:17
Battery,20,75.0,2016-11-20 02:06:15
USB,1,89.5,2017-01-19 00:16:18
GPU,5,64.8,2017-01-19 17:58:20
Battery,6,68.6,2016-10-24 13:59:40
GPU,13,51.5,2016-09-19 14:50:23
Battery,7,67.7,2016-08-23 11:02:19
Monitor,15,55.4,2017-01-21 22:26:31
USB,4,75.3,2016-03-06 18:09:30
GPU,15,66.3,2016-09-22 07:47:02
Battery,11,48.1,2016-05-30 07:16:50
GPU,12,91.3,2016-07-19 01:01:59
USB,16,87.8,2016-09-11 05:38:41
USB,6,91.9,2016-06-21 13:26:23
USB,20,44.1,2017-01-22 14:32:54
CPU,5,50.6,2017-01-28 06:50:31
Monitor,3,83.7,2016-05-16 05:43:03
GPU,7,90.0,2016-12-08 12:31:10
GPU,12,96.1,2016-06-17 08:44:44
GPU,1,92.3,2017-02-09 18:22:54
Battery,5,61.2,2016-11-02 04:49:57
Monitor,8,79.7,2016-11-30 07:34:48
CPU,4,54.8,2017-02-05 10:08:02
Monitor,18,49.3,2016-11-05 09:44:04
Monitor,8,97.5,2016-08-11 13:17:55
CPU,9,43.6,2016-05-05 00:16:41
USB,20,42.9,2016-07-20 18:57:21
Monitor,10,60.1,2017-01-07 18:27:53
USB,1,97.7,2016-09-13 19:15:37
Monitor,17,81.2,2017-02-13 15:05:50
GPU,14,73.8,2016-04-07 23:14:34
CPU,9,49.4,2016-06-13 19:43:27
Battery,17,90.3,2016-08-27 13:17:56
USB,6,72.9,2017-03-14 10:38:07
Battery,5,51.4,2016-07-22 22:56:40
Battery,13,60.3,2016-11-27 02:59:46
USB,16,64.8,2016-03-04 01:10:28
Battery,5,48.6,2016-06-16 05:19:17
GPU,11,47.9,2016-03-12 10:13:40
Battery,9,96.5,2016-03-21 21:03:50
GPU,15,47.4,2016-07-20 14:24:31
GPU,14,58.1,2016-12-07 12:04:49
GPU,2,57.0,2017-03-06 00:22:43
USB,2,60.4,2016-07-30 08:42:40
Battery,14,77.3,2016-07-29 03:55:38
CPU,8,80.0,2016-09-04 04:12:05
CPU,1,87.2,2016-07-17 15:46:05
Battery,1,63.8,2016-05-03 01:03:45
USB,15,72.1,2016-08-22 02:46:12
CPU,5,44.7,2016-10-15 09:34:26
Battery,10,72.5,2016-08-19 19:56:54
CPU,19,44.8,2016-10-09 21:09:32
GPU,14,89.9,2016-10-28 01:01:31
Battery,14,56.4,2017-02-23 19:49:15
CPU,17,97.8,2016-08-09 03:54:30
Monitor,13,41.5,2016-03-25 21:18:43
CPU,1,75.0,2016-06-13 21:38:59
Monitor,10,58.7,2016-09-16 02:25:49
GPU,12,55.7,2017-02-08 22:00:06
USB,17,87.9,2016-07-27 21:31:42
Battery,6,53.1,2017-02-28 12:33:50
CPU,1,89.2,2016-12-24 17:47:33
Monitor,4,70.1,2016-05-14 22:13:24
GPU,11,45.9,2016-08-28 05:14:27
USB,18,65.6,2016-11-22 02:33:41
CPU,6,98.2,2016-05-17 01:29:32
USB,13,94.1,2016-06-23 09:34:18
USB,12,66.5,2017-02-12 19:09:27
USB,16,98.6,2016-11-02 10:52:48
CPU,13,97.6,2016-05-30 09:58:17
USB,7,67.4,2016-11-06 02:23:09
Monitor,5,54.6,2016-04-02 00:38:57
Battery,20,84.9,2016-04-08 10:32:01
CPU,15,68.9,2016-12-28 13:18:57
GPU,3,71.1,2017-02-07 22:12:41
Monitor,6,68.3,2016-11-13 23:38:40
GPU,13,70.0,2016-08-14 18:54:47
Monitor,10,67.5,2016-07-11 21:32:59
Battery,18,64.4,2017-03-02 23:42:21
GPU,15,53.1,2016-03-24 19:54:33
CPU,13,49.5,2016-12-29 23:35:44
CPU,2,81.5,2016-11-17 19:44:52
CPU,12,72.9,2017-02-06 23:37:47
USB,5,62.7,2017-02-05 12:25:37
Battery,5,45.4,2017-02-14 07:22:05
Monitor,1,90.7,2016-03-24 12:40:13
CPU,16,83.1,2016-11-27 12:46:41
GPU,7,86.2,2017-01-25 14:33:16
GPU,2,40.2,2016-07-20 22:46:20
Monitor,11,71.2,2016-04-15 05:25:39
USB,15,77.3,2016-08-08 13:43:39
Monitor,5,66.5,2017-02-01 10:14:35
CPU,13,80.3,2017-02-02 07:29:20
USB,18,59.2,2016-11-21 00:46:35
Monitor,12,47.5,2016-11-28 22:25:48
GPU,20,63.6,2016-10-06 13:04:48
Monitor,9,56.0,2016-12-07 01:42:18
CPU,18,87.8,2016-08-23 03:50:55
Battery,14,43.4,2016-12-15 10:58:59
CPU,3,69.0,2016-11-18 02:37:57
CPU,8,52.6,2016-10-17 06:41:01
Battery,3,75.1,2016-08-18 13:39:16
Battery,11,68.8,2017-03-14 06:26:43
Battery,11,66.4,2016-04-13 10:26:08
GPU,14,65.3,2017-02-20 00:03:26
Battery,14,76.1,2016-12-14 12:51:13
GPU,17,87.2,2017-02-21 18:12:09
Monitor,4,78.9,2016-06-06 03:32:04
Battery,1,77.3,2016-03-01 06:06:00
Battery,20,99.9,2016-05-11 06:32:19
Battery,6,46.2,2017-01-19 08:57:50
USB,10,93.2,2016-03-09 13:26:30
USB,10,79.2,2016-06-09 07:54:41
CPU,8,61.0,2016-09-14 16:16:00
Battery,20,89.0,2016-08-13 19:50:12
CPU,4,45.3,2016-04-27 07:01:37
USB,1,86.1,2016-04-09 23:09:17
USB,5,50.8,2016-06-01 07:02:41
CPU,17,53.6,2016-11-16 13:30:45
Battery,6,53.7,2016-11-25 21:29:19
Monitor,8,84.2,2016-07-02 06:21:55
USB,6,86.9,2016-08-31 13:21:30
CPU,12,43.1,2017-01-09 06:38:21
CPU,16,65.0,2016-11-28 08:48:13
Monitor,6,44.3,2016-07-25 21:13:29
Monitor,19,58.0,2016-12-02 22:50:00
Battery,14,47.3,2017-01-16 12:09:38
CPU,7,96.6,2016-12-09 08:58:59
Battery,17,82.5,2016-10-04 05:14:35
GPU,12,61.8,2016-10-04 05:41:51
Battery,6,79.1,2016-03-04 10:00:37
USB,13,75.2,2016-09-23 15:03:04
Battery,18,81.4,2016-06-22 08:30:26
CPU,19,90.2,2017-01-26 02:00:01
CPU,20,43.6,2017-02-08 09:27:13
Battery,4,65.1,2016-10-20 17:59:21
GPU,17,43.3,2016-04-13 18:59:02
Battery,2,47.6,2016-07-16 19:13:43
CPU,1,44.5,2016-04-15 17:53:50
CPU,7,51.3,2016-09-30 18:06:45
GPU,12,47.0,2017-01-25 13:38:48
CPU,14,94.3,2016-07-19 12:39:59
USB,20,44.4,2017-01-01 18:13:33
CPU,7,53.2,2016-08-27 20:50:01
GPU,11,73.4,2016-10-23 16:01:53
Battery,1,74.1,2016-11-27 09:22:38
CPU,1,95.1,2016-05-08 08:11:02
CPU,10,51.1,2016-03-27 03:20:03
GPU,18,51.3,2016-03-15 08:16:23
GPU,18,47.3,2016-03-11 08:05:31
Battery,11,58.2,2016-05-16 03:27:22
GPU,18,53.2,2017-02-03 15:51:53
CPU,17,97.2,2016-09-30 22:26:32
GPU,3,64.3,2017-02-28 17:00:48
USB,5,85.1,2016-10-15 21:49:49
Battery,5,41.7,2017-01-06 19:33:22
GPU,17,61.8,2017-01-04 01:44:00
Battery,9,79.3,2017-01-09 12:42:24
GPU,19,88.3,2016-12-19 18:54:42
CPU,6,99.8,2016-12-15 13:06:26
CPU,2,56.2,2016-04-30 06:28:41
GPU,10,61.5,2017-02-04 11:54:10
Monitor,6,99.2,2016-10-12 10:14:08
USB,10,60.2,2017-03-11 14:58:00
CPU,8,47.4,2016-08-25 03:38:25
Battery,16,72.2,2017-02-13 14:33:05
Battery,5,60.3,2016-05-10 15:28:32
GPU,11,60.7,2016-03-25 12:46:12
CPU,14,86.3,2016-06-18 01:16:08
Battery,3,46.2,2016-05-23 03:11:21
USB,5,64.1,2016-10-07 18:22:28
USB,15,61.0,2017-01-12 09:44:57
Battery,15,84.2,2017-02-15 15:34:38
GPU,2,79.8,2017-02-11 21:55:25
USB,16,50.3,2016-06-11 08:53:27
CPU,15,68.1,2016-04-02 14:00:58
Battery,9,98.2,2016-10-08 19:26:35
USB,19,95.0,2016-05-02 02:08:11
GPU,9,49.8,2017-03-12 21:57:25
GPU,1,68.8,2016-07-15 05:43:44
Battery,5,43.5,2016-11-04 12:15:30
Battery,4,61.0,2016-05-31 09:03:29
GPU,1,77.3,2016-11-16 20:29:15
Monitor,14,79.9,2016-06-24 18:50:37
GPU,6,59.5,2016-06-17 13:13:40
USB,15,54.4,2016-03-20 07:44:19
USB,17,41.4,2016-03-03 02:00:24
GPU,18,88.0,2016-03-03 21:53:03
USB,16,42.2,2016-07-28 23:14:29
CPU,18,40.3,2016-04-21 03:31:21
Battery,4,40.7,2016-06-29 18:14:16
GPU,9,40.3,2016-03-09 17:15:43
Monitor,15,66.0,2016-04-02 21:40:25
GPU,20,57.4,2016-07-22 10:24:27
USB,18,40.8,2016-12-18 21:27:52
Battery,20,56.6,2016-11-26 17:31:16
CPU,18,86.8,2016-10-14 12:17:00
CPU,16,73.9,2016-09-22 13:42:50
Monitor,9,42.5,2017-03-01 02:09:43
Monitor,10,70.0,2016-11-19 17:09:31
USB,8,92.5,2016-05-14 15:17:05
Monitor,10,63.5,2016-08-02 09:23:51
USB,13,60.4,2016-11-28 14:17:38
Battery,7,86.5,2016-09-09 05:03:30
GPU,1,52.4,2016-08-11 18:24:38
Battery,1,73.6,2016-09-27 08:14:17
GPU,10,78.7,2017-03-13 06:39:06
USB,7,78.3,2016-09-06 13:18:50
USB,7,48.6,2016-06-10 11:27:27
GPU,8,53.3,2016-12-03 09:35:23
USB,10,80.6,2016-07-03 08:06:10
Monitor,7,71.0,2016-04-12 20:33:23
Battery,16,95.5,2016-10-15 11:09:27
GPU,5,71.4,2016-09-16 09:58:56
CPU,4,89.2,2017-03-14 08:59:25
Battery,1,72.8,2017-01-05 05:58:35
GPU,13,95.3,2017-01-15 19:01:01
Battery,20,50.4,2017-03-13 14:22:32
Battery,20,97.7,2016-06-28 18:07:24
Battery,9,83.4,2016-09-08 18:47:15
Monitor,10,79.3,2016-12-08 00:50:26
Monitor,20,81.9,2016-03-15 09:30:29
USB,17,41.7,2017-01-17 06:10:06
Monitor,15,45.8,2017-01-22 06:07:55
Monitor,11,69.2,2016-03-10 15:33:04
Monitor,4,92.6,2016-07-22 21:44:04
CPU,3,50.4,2016-07-07 02:04:56
GPU,2,43.0,2016-11-14 22:44:46
CPU,13,40.7,2016-10-15 02:30:17
CPU,1,79.9,2017-02-16 18:13:46
CPU,17,87.1,2016-05-04 07:35:14
Battery,6,57.3,2016-05-02 22:30:21
Monitor,6,94.5,2016-04-18 16:10:39
Monitor,4,46.9,2016-05-19 07:29:40
Monitor,17,40.4,2017-02-06 23:32:37
USB,20,95.8,2017-01-26 02:24:35
Monitor,13,42.8,2016-11-09 11:14:32
Monitor,4,83.8,2017-02-10 06:01:06
Battery,20,75.1,2017-01-31 23:52:30
GPU,12,54.8,2016-07-20 06:47:53
Battery,7,91.6,2017-02-23 22:05:16
Battery,17,45.0,2017-03-03 21:44:17
Monitor,17,85.8,2016-10-24 13:25:35
Battery,19,83.4,2016-12-02 03:15:08
CPU,13,52.0,2017-01-06 19:44:41
Battery,8,79.9,2016-12-25 15:32:56
Battery,19,52.1,2016-08-27 11:03:45
Battery,4,76.5,2016-03-04 05:52:32
Battery,16,92.5,2016-04-15 04:37:55
Battery,11,73.4,2017-01-14 09:50:26
GPU,14,70.6,2016-12-31 05:50:27
CPU,17,42.5,2017-01-04 02:15:14
GPU,10,82.2,2017-03-06 21:05:45
CPU,14,54.6,2016-09-06 21:35:22
GPU,20,76.9,2016-08-25 10:16:54
Battery,16,47.6,2017-01-14 16:48:49
USB,13,62.1,2016-12-21 13:38:48
CPU,20,69.3,2016-08-21 20:50:15
CPU,17,89.0,2017-03-02 13:41:16
USB,16,55.0,2016-12-15 05:49:09
Monitor,16,98.7,2016-10-12 06:22:13
GPU,19,95.1,2016-08-25 03:51:12
Battery,2,80.7,2016-12-31 02:02:28
USB,9,62.7,2016-08-30 23:20:15
Monitor,10,58.9,2016-12-31 20:53:03
Battery,16,46.9,2016-09-04 19:50:35
Monitor,15,62.1,2016-03-15 00:55:25
CPU,17,47.3,2016-12-07 02:58:55
Monitor,13,49.3,2016-06-03 17:43:39
USB,15,45.1,2016-07-12 00:32:45
CPU,19,75.7,2016-05-28 02:24:53
USB,18,86.7,2016-11-18 07:43:15
Battery,1,41.4,2016-07-07 17:43:45
Monitor,16,94.1,2016-03-12 06:07:50
Monitor,14,67.9,2016-07-04 23:54:25
USB,7,68.8,2016-03-10 18:02:17
Battery,17,55.6,2016-05-16 17:57:21
Monitor,6,68.2,2016-04-10 14:28:00
USB,15,45.9,2016-08-24 06:39:04
GPU,9,75.3,2017-02-02 13:17:58
Monitor,17,47.8,2016-07-12 20:38:18
USB,19,41.5,2016-03-14 14:10:10
Monitor,6,66.2,2016-06-08 18:23:20
GPU,17,48.4,2016-07-03 13:26:46
GPU,17,49.2,2016-04-06 23:49:07
Monitor,4,78.2,2016-04-09 12:45:52
GPU,20,51.0,2016-06-24 05:49:39
Monitor,13,51.9,2016-03-28 18:07:01
Battery,19,93.5,2016-11-07 22:25:30
USB,11,40.2,2017-01-28 14:37:58
USB,15,93.5,2017-01-03 18:12:05
GPU,15,63.6,2016-09-09 04:54:07
CPU,8,40.4,2016-09-04 20:56:46
Monitor,8,88.4,2016-05-07 13:55:01
Monitor,14,96.7,2016-07-29 16:53:47
GPU,13,67.1,2016-06-07 12:12:13
Monitor,12,67.1,2016-08-28 17:43:29
Monitor,11,76.2,2016-06-07 05:57:57
CPU,7,46.4,2016-04-22 22:26:56
CPU,16,57.4,2017-03-07 10:08:25
GPU,13,59.2,2016-04-03 23:31:42
USB,18,93.5,2017-01-23 14:19:45
USB,18,55.7,2016-12-10 10:40:20
GPU,18,72.7,2016-12-06 14:04:59
USB,18,96.5,2016-12-10 01:48:57
USB,4,96.5,2016-12-07 23:22:24
GPU,12,73.7,2016-12-06 02:27:54
GPU,3,61.2,2017-03-14 02:02:10
CPU,1,51.0,2016-08-01 18:28:37
GPU,5,98.9,2016-09-27 10:18:13
CPU,5,74.6,2016-03-07 16:14:40
CPU,16,90.2,2017-01-01 03:21:00
CPU,16,90.9,2016-04-14 22:18:27
GPU,3,60.1,2016-10-18 03:46:29
Battery,3,50.5,2016-03-21 03:33:38
GPU,1,66.8,2016-04-16 10:44:58
Monitor,6,75.1,2016-07-11 05:58:25
USB,14,85.9,2016-09-15 12:11:28
GPU,19,57.7,2017-02-13 17:18:52
USB,15,71.6,2017-01-07 11:04:49
GPU,19,67.6,2017-02-06 21:47:53
USB,5,59.2,2017-02-04 02:55:35
CPU,20,49.1,2017-01-17 00:07:13
Monitor,12,62.8,2016-09-15 14:34:56
Battery,13,81.0,2016-10-06 14:44:20
CPU,7,78.5,2016-09-13 18:09:23
Battery,17,73.5,2017-02-11 14:56:31
USB,15,82.5,2017-02-06 01:57:18
GPU,6,44.8,2016-09-12 03:24:39
Battery,10,95.1,2016-03-08 20:11:02
CPU,15,99.9,2016-09-05 09:56:28
Monitor,18,98.2,2016-07-22 23:55:10
Monitor,10,94.1,2016-11-28 08:17:59
GPU,18,95.2,2016-12-03 15:42:36
Monitor,14,49.8,2016-09-13 14:21:12
Battery,2,43.1,2016-06-23 21:05:41
USB,20,98.3,2016-06-07 19:52:16
Monitor,6,71.4,2016-08-14 05:53:24
CPU,15,88.0,2016-06-10 09:39:54
CPU,16,78.8,2016-05-01 01:09:45
CPU,12,86.6,2016-04-08 03:41:06
GPU,8,78.6,2016-10-23 01:09:34
USB,6,97.3,2016-11-21 13:15:23
CPU,1,78.9,2017-01-12 07:45:14
USB,7,67.3,2016-04-13 14:00:57
GPU,20,97.7,2016-04-17 11:36:45
Monitor,20,57.9,2016-09-12 09:07:04
Monitor,17,70.8,2016-07-26 04:15:37
GPU,13,40.1,2016-03-22 06:50:12
CPU,14,53.9,2017-02-20 15:42:43
USB,12,64.2,2016-04-15 01:32:50
GPU,15,72.8,2016-07-06 02:49:40
CPU,14,71.5,2016-03-28 17:48:27
USB,5,77.0,2017-02-14 21:09:33
USB,13,91.8,2016-09-27 06:41:25
CPU,13,99.6,2016-04-03 14:11:04
CPU,7,71.8,2016-08-18 04:14:39
Battery,2,41.9,2016-09-07 22:12:37
USB,1,75.9,2017-01-29 03:36:31
Battery,7,51.8,2016-05-05 14:42:07
Monitor,2,92.6,2016-12-17 02:30:50
Battery,12,76.9,2017-03-01 20:13:47
CPU,9,91.3,2017-02-18 20:03:18
USB,5,81.4,2016-12-06 21:56:18
USB,1,54.5,2016-05-04 04:27:38
Monitor,20,94.4,2017-01-05 21:19:47
Battery,3,51.5,2016-06-01 21:43:23
GPU,1,48.2,2016-10-04 21:04:38
CPU,20,47.0,2016-08-14 22:57:18
USB,5,71.6,2017-02-18 14:04:23
Monitor,14,72.4,2016-08-07 22:36:30
GPU,13,91.8,2016-04-24 18:12:09
CPU,2,70.6,2016-06-26 03:21:51
Battery,16,75.3,2016-08-04 13:26:29
Monitor,16,47.8,2016-12-30 10:51:24
GPU,20,84.8,2016-07-06 01:19:52
CPU,18,90.9,2016-05-24 18:36:40
CPU,11,77.8,2016-09-19 00:36:56
USB,10,62.5,2016-04-14 00:59:19
GPU,7,70.7,2016-05-05 18:28:23
Battery,13,53.1,2016-12-17 09:10:44
GPU,12,77.3,2016-03-28 12:31:59
USB,19,88.6,2016-04-30 15:59:54
USB,17,57.4,2016-11-20 20:43:02
Monitor,18,45.6,2016-11-12 17:05:18
USB,7,92.8,2016-10-17 07:38:28
GPU,14,59.6,2016-08-24 02:54:03
Battery,16,40.2,2017-02-27 20:17:42
USB,1,81.6,2016-09-07 17:58:13
USB,18,81.0,2017-03-01 18:25:14
USB,9,74.6,2016-12-20 19:06:25
CPU,13,51.0,2016-05-07 18:26:58
GPU,3,62.1,2016-09-20 23:19:14
USB,15,92.5,2016-12-16 11:05:11
Monitor,3,97.8,2016-06-21 16:27:55
Monitor,15,48.6,2016-08-28 04:19:25
Monitor,12,59.1,2016-08-10 18:10:08
Monitor,17,83.3,2016-12-15 04:37:56
GPU,14,56.1,2016-03-16 22:04:52
USB,7,92.0,2016-11-02 13:01:21
CPU,6,93.1,2016-11-28 10:10:54
USB,2,82.7,2016-10-09 13:02:26
GPU,7,99.7,2016-11-25 11:05:35
USB,15,69.8,2016-07-09 10:42:27
USB,16,45.4,2016-06-25 14:32:21
Battery,5,52.6,2016-09-22 04:09:20
Monitor,8,96.5,2016-11-03 03:25:10
Monitor,7,85.0,2016-09-26 20:22:44
Monitor,13,74.1,2016-07-05 23:32:36
Battery,7,62.8,2016-11-25 09:36:41
Battery,5,87.2,2016-08-24 17:06:05
CPU,3,95.9,2016-09-12 12:23:47
Monitor,20,96.1,2016-08-03 09:29:41
CPU,4,94.6,2016-08-29 14:36:14
Battery,15,42.0,2017-02-15 05:28:18
Monitor,11,45.3,2016-07-24 06:39:41
CPU,14,51.0,2016-10-26 22:33:41
USB,20,68.0,2016-11-24 01:27:23
Monitor,7,55.1,2016-09-19 11:13:57
Battery,16,53.2,2017-03-05 01:37:15
USB,1,97.2,2016-05-25 09:02:02
Monitor,3,84.6,2016-05-02 10:17:08
GPU,16,97.8,2016-05-04 09:20:34
CPU,2,90.5,2016-06-25 14:47:57
GPU,13,88.8,2017-01-21 20:53:17
Battery,12,41.6,2016-09-20 09:59:03
Monitor,17,60.8,2016-09-22 14:38:07
Battery,5,98.2,2016-10-29 03:04:21
CPU,20,54.4,2017-01-20 00:31:55
USB,5,72.0,2016-08-24 08:01:18
USB,6,41.5,2016-10-02 04:06:14
CPU,14,70.8,2016-11-16 13:46:05
USB,1,86.5,2016-03-24 05:24:52
Battery,17,89.0,2016-06-28 13:53:10
GPU,16,47.3,2016-03-24 01:06:30
Battery,9,91.3,2016-03-01 22:32:31
Battery,8,59.3,2016-03-26 21:12:58
CPU,7,65.1,2017-02-05 18:59:13
USB,3,45.3,2016-12-10 13:09:20
CPU,18,40.1,2016-03-07 13:05:08
USB,18,49.9,2017-01-21 09:09:24
CPU,6,83.0,2017-02-14 01:43:37
Monitor,17,66.1,2016-11-03 01:51:36
Monitor,3,87.6,2016-05-22 08:40:36
USB,8,52.5,2016-09-19 16:27:03
GPU,5,57.7,2016-05-20 12:22:54
Battery,11,63.1,2017-01-10 16:35:04
Battery,19,48.5,2016-06-22 09:24:16
GPU,11,61.5,2016-04-25 21:31:12
Monitor,8,51.1,2016-09-28 01:49:57
